protein_id,element,n_residues,moran_i,note
A0A523AYZ6,8,30,0.247365713790142,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523BEK8,7,36,0.15063977749144,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523BEK8,1,36,-0.075912992894323,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523BEK8,6,36,0.162373746898621,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523BEK8,8,36,0.0271518064845703,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523SSL6,7,34,-0.0336915517218628,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523SSL6,1,34,-0.232229974995125,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523SSL6,6,34,0.17559358789095,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523SSL6,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A523SSL6,8,34,-0.322399896384307,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A524FGV4,7,44,0.13321740029497,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A524FGV4,1,44,-0.193223556435549,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A524FGV4,6,44,0.121358757474219,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A524FGV4,16,6,0.0488751804975075,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A524FGV4,8,44,-0.215003086466478,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533U6D3,7,49,0.124385669236602,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533U6D3,1,49,-0.134165474018939,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533U6D3,6,49,0.238947390020782,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533U6D3,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533U6D3,8,49,-0.155902087644269,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UJM1,7,41,-0.0194364139866201,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UJM1,1,41,-0.123677130532076,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UJM1,6,41,0.345060013087438,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UJM1,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UJM1,8,41,-0.162451604754742,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UWQ2,7,46,0.191871839098576,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UWQ2,1,46,-0.191659892830849,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UWQ2,6,46,0.018536168305263,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533UWQ2,8,46,-0.0352949574356463,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V157,7,36,-0.192815307894135,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V157,1,36,-0.24539018102074,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V157,6,36,0.369867652576292,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V157,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V157,8,36,-0.255806060772881,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V2Q5,7,43,0.293170789973994,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V2Q5,1,43,-0.131828108069826,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V2Q5,6,43,0.425521350984109,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V2Q5,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V2Q5,8,43,-0.165881105135245,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V4X6,7,50,0.184024334016789,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V4X6,1,50,0.0603213414111333,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V4X6,6,50,0.522064265362506,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V4X6,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V4X6,8,50,-0.333949493922348,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V523,7,48,0.0628186892528571,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V523,1,48,-0.245062175825116,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V523,6,48,0.789570847063417,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533V523,8,48,0.0554194528199728,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VIP4,7,35,-0.132295617962403,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VIP4,1,35,0.0859580289943767,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VIP4,6,35,-0.183155160418651,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VIP4,8,35,-0.455265875592748,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VJR1,7,37,0.228317549365432,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VJR1,1,37,0.0139747047047266,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VJR1,6,37,0.142391942942182,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VJR1,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VJR1,8,37,0.0657415231038017,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VSR0,7,45,0.471026225554534,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VSR0,1,45,-0.0746916297615903,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VSR0,6,45,0.22042499325085,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VSR0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VSR0,8,45,-0.166125652044462,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VW71,7,41,0.199361520308625,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VW71,1,41,-0.0549608992960246,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VW71,6,41,0.0216835069577564,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533VW71,8,41,0.170979229243558,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533W8U5,7,27,0.409076738305234,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533W8U5,1,27,-0.0251524598484225,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533W8U5,6,27,0.0516955651193179,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533W8U5,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533W8U5,8,27,-0.124845612661783,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WKQ8,7,50,0.104220799143611,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WKQ8,1,50,-0.129300367586559,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WKQ8,6,50,-0.06931018323827,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WKQ8,16,4,-0.942719733837177,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WKQ8,8,50,-0.221821440613704,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WM15,7,49,0.104199435511739,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WM15,1,49,-0.231310520002985,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WM15,6,49,0.31911820243989,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WM15,16,5,-0.379388738466556,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WM15,8,49,-0.166980636037615,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WMV9,7,41,0.24835530728206,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WMV9,1,41,0.12029770041278,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WMV9,6,41,-0.122505375827217,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WMV9,8,41,-0.162132234755244,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WY04,7,48,0.454728417280057,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WY04,1,48,0.170865562900162,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WY04,6,48,0.11270398160089,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WY04,8,48,-0.332917317957654,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WZX1,7,50,0.0501779618881648,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WZX1,1,50,-0.0979505648757706,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WZX1,6,50,-0.04571644394976,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WZX1,16,4,-0.754289616540871,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533WZX1,8,50,0.613409969931165,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533X1P5,7,49,0.0963603655254189,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533X1P5,1,49,-0.0717693849553519,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533X1P5,6,49,0.0921400734618457,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533X1P5,8,49,-0.188748512976426,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XGD3,7,46,-0.204070233492975,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XGD3,1,46,-0.457661350398478,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XGD3,6,46,0.0530512745119667,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XGD3,8,46,0.13956013142791,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XLT4,7,32,-0.353582780762721,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XLT4,1,32,-0.18352015989939,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XLT4,6,32,-0.078756686288245,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A533XLT4,8,32,-0.391512285745499,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P2N2,7,43,0.138507723818697,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P2N2,1,43,-0.235047371217833,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P2N2,6,43,-0.140663806169009,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P2N2,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P2N2,8,43,0.116973533797821,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P8P9,7,43,0.276231084255462,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P8P9,1,43,0.0584537590311969,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P8P9,6,43,0.494315138444797,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P8P9,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P8P9,8,43,-0.181737694445714,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P9J5,7,48,0.0117425243152257,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P9J5,1,48,-0.0152877515426758,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P9J5,6,48,-0.139999268384391,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P9J5,16,3,-0.178091693503405,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A538P9J5,8,48,0.507936794456066,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550D5K8,7,49,0.0907584707884903,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550D5K8,1,49,8.35990136922089e-05,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550D5K8,6,49,0.0325351174411535,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550D5K8,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550D5K8,8,49,-0.215301018644028,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550GLI6,7,38,0.267556182841385,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550GLI6,1,38,0.314752537341577,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550GLI6,6,38,0.423252607426554,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550GLI6,16,6,-0.392595309757644,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A550GLI6,8,38,-0.0517748312678187,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A558GAE9,7,50,-0.11812598810654,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A558GAE9,1,50,-0.227247543027293,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A558GAE9,6,50,0.0861150148826873,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A558GAE9,16,3,-0.104407085229054,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A558GAE9,8,50,-0.477244102267064,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5C9ESF5,7,39,0.205421633241336,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5C9ESF5,1,39,0.0442507066314607,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5C9ESF5,6,39,0.421441759101416,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5C9ESF5,16,6,-0.0594215696893428,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5C9ESF5,8,39,-0.253134751803832,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HI60,7,44,-0.200872680935944,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HI60,1,44,-0.148981105397031,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HI60,6,44,0.440182548918757,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HI60,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HI60,8,44,-0.152155509871057,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HJN0,7,39,-0.106497492275816,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HJN0,1,39,-0.210497715566897,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HJN0,6,39,0.431523287932571,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HJN0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HJN0,8,39,-0.33221078860527,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HP61,7,50,0.135782893856095,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HP61,1,50,0.260189653080351,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HP61,6,50,0.29904727233686,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HP61,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4HP61,8,50,-0.436831638908329,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4I7H3,7,37,-0.0486016101565704,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4I7H3,1,37,-0.0507440858762144,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4I7H3,6,37,-0.181049819880796,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4I7H3,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4I7H3,8,37,0.313264752686714,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IG34,7,38,0.00400262926392009,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IG34,1,38,-0.0380892374070512,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IG34,6,38,0.211849840881935,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IG34,16,3,-0.759277433402073,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IG34,8,38,-0.249159569490491,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IH91,7,46,0.316641769463919,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IH91,1,46,0.124785908239453,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IH91,6,46,0.0204283978801523,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IH91,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IH91,8,46,-0.0776145310669897,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IJB0,7,44,-0.297739993798542,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IJB0,1,44,-0.224730580552345,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IJB0,6,44,-0.231137014360091,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IJB0,16,4,-0.36130936424258,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4IJB0,8,44,-0.432949513615998,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ILE0,7,48,0.126864525625233,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ILE0,1,48,-0.085961658984113,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ILE0,6,48,-0.158309092054486,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ILE0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ILE0,8,48,-0.150969253376862,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ISJ4,7,39,0.393588290908046,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ISJ4,1,39,0.0900676451001409,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ISJ4,6,39,0.0303970563758484,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ISJ4,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4ISJ4,8,39,0.527850303933748,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J1K7,7,37,0.0287094002170803,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J1K7,1,37,-0.173383272907075,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J1K7,6,37,0.219533168624965,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J1K7,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J1K7,8,37,-0.68116891580438,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J7J9,7,47,-0.00365529896077119,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J7J9,1,47,-0.0904530883515672,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J7J9,6,47,-0.0179885628556927,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J7J9,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4J7J9,8,47,-0.224649098202103,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4JHA9,7,49,-0.00568074548079969,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4JHA9,1,49,-0.026572792280068,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4JHA9,6,49,0.743423174586036,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4JHA9,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4JHA9,8,49,-0.565829879621795,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K421,7,32,0.20277592726648,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K421,1,32,0.294265038988754,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K421,6,32,-0.0807172282109528,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K421,16,4,0.274214071722423,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K421,8,32,-0.498965120559826,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K5U7,7,46,-0.0252817716802118,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K5U7,1,46,0.59557944153551,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K5U7,6,46,0.847922264598763,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K5U7,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K5U7,8,46,0.542866477235406,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K9E0,7,41,-0.102281682606153,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K9E0,1,41,-0.124206498723578,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K9E0,6,41,-0.143288003845235,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K9E0,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4K9E0,8,41,-0.419681891868873,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KHE1,7,42,0.401195014000444,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KHE1,1,42,0.143323303154665,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KHE1,6,42,0.520093562086598,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KHE1,16,4,-0.941500365686549,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KHE1,8,42,-0.157344307363424,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KT12,7,32,0.0197456449759213,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KT12,1,32,0.191205637369292,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KT12,6,32,0.852949740724637,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KT12,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4KT12,8,32,-0.358657714880817,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4L400,7,40,0.0358313710887974,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4L400,1,40,0.160963615062532,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4L400,6,40,0.0939576825756337,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4L400,16,6,-0.243889646684076,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4L400,8,40,0.076676332047639,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4LE60,7,44,0.0126419376326307,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4LE60,1,44,0.428527065604309,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4LE60,6,44,0.640155810880617,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4LE60,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5E4LE60,8,44,-0.523856981219886,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5N5UDU8,7,50,0.268849204409464,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5N5UDU8,1,50,-0.170223112988238,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5N5UDU8,6,50,0.810730674110513,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5N5UDU8,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A5N5UDU8,8,50,-0.208672511941802,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A660HR30,7,45,0.106936738137641,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A660HR30,1,45,0.0184922098807068,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A660HR30,6,45,0.619450466812843,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A660HR30,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A660HR30,8,45,-0.138222334403284,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PMX3,7,45,-0.103185806950956,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PMX3,1,45,0.387717218092856,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PMX3,6,45,0.00458277891039576,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PMX3,8,45,-0.0299497879301288,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PNS1,7,50,0.0746839493892578,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PNS1,1,50,-0.112661197486801,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PNS1,6,50,0.00886968739389111,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PNS1,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PNS1,8,50,-0.0686151832364932,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PVT5,7,41,-0.0571961051132799,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PVT5,1,41,0.34133270988806,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PVT5,6,41,0.727594786972085,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PVT5,16,1,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PVT5,8,41,-0.338993425882874,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PX72,7,47,-0.10524665545526,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PX72,1,47,0.190395801742264,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PX72,6,47,-0.0230375135425404,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PX72,16,3,-0.21675766856277,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662PX72,8,47,-0.154177044585096,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q049,7,43,-0.0585184089005436,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q049,1,43,0.227851075745126,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q049,6,43,-0.118430641816344,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q049,16,2,,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q049,8,43,-0.465556716784205,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q1I9,7,41,0.255213599512135,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
A0A662Q1I9,1,41,-0.0457926652395023,sequence-adjacency Moran proxy; coordinate columns absent from row_design emit
